tweet_id,arg_id,message
708,708-0,I finally get to
708,708-1,go back to work
708,708-2,:)
709,709-0,FINALLY made facebook .
710,710-0,hard day today gonna have a long rest till the next time
710,710-1,:)
711,711-0,....
711,711-1,"Supper - check ,"
711,711-2,"dishes - check ,"
711,711-3,couch - check !
711,711-4,Now I just need to
711,711-5,find the ambition to shower b4 bed !
711,711-6,Been a long day !
712,712-0,Went in
712,712-1,and talked with the Snap-on rep today .
712,712-2,Ordered $ANONYMIZED_AMOUNT in tools ( retail value ) .
712,712-3,Getting it all for FREE !
712,712-4,I'm excited !
712,712-5,Dad I'm having it sent to
712,712-6,you so be expecting a package for me in a few weeks !
713,713-0,hates wen you lock up somthing and
713,713-1,get it wrong an instintly now how to
713,713-2,spell it corektly
714,714-0,i never really knew that
714,714-1,you could dance like this ...
714,714-2,:))
714,714-3,=))
715,715-0,took my temp and
715,715-1,I'm running a fever of 101.2 .
715,715-2,My whole body aches .
715,715-3,I feel like
715,715-4,crappola but I have to
715,715-5,work tonight cuz I can't afford to
715,715-6,take it off since
715,715-7,ANONYMIZED_NAME feels the need to
715,715-8,steal from his wife .
715,715-9,ANONYMIZED_NAME !!
716,716-0,we would get a foot of
716,716-1,snow the year i decide to
716,716-2,get dish
717,717-0,About to get a tan 2
717,717-1,ma ....
717,717-2,nobody ever tans with me .....
717,717-3,all my girlfriends are scared of
717,717-4,the sun i guess///Nothing but
717,717-5,Blue ocean n sand 2 ma
718,718-0,Lost a day yesterday .....
718,718-1,thought it was Thursday when
718,718-2,it was only Wednesday .........
718,718-3,love holidays !!!
719,719-0,I'm sick of the constant gay-bashing ... ... ...
719,719-1,"\nSo , who wants to"
719,719-2,make-out with
719,719-3,me during a random church's\nPrayer session ? \nXD
720,720-0,So Far We still have school tomorrow
720,720-1,:'(
721,721-0,Whats the theme of the cartoon pics ?
722,722-0,Merry Christmas Everyone !!!
723,723-0,This is my one and only life
724,724-0,"Ok , paranormal activity 2 is actually pretty scary , and definitely more than the first one lol"
725,725-0,wonders who ever cried when
725,725-1,listening to
725,725-2,"a guitar solo , is he the only one ?"
726,726-0,ANONYMIZED_NAME's on
726,726-1,ANONYMIZED_NAME's account messing with her status update .
726,726-2,^.^
727,727-0,Finally done doing stock ......
727,727-1,fun
727,727-2,:/
728,728-0,Hope u had a GREAT day sis ( ANONYMIZED_NAME ANONYMIZED_NAME ) !!!
728,728-1,Ur finally 18 !
729,729-0,grr i dont know where is the phone
729,729-1,:/
730,730-0,Just realized somebody accessed my profile and
730,730-1,added strange applications to it .
730,730-2,I'll take care from
730,730-3,next time onwards to keep my system locked when
730,730-4,I'm away from it .
731,731-0,well it's about
731,731-1,time i updated my photos ...
732,732-0,i passed my grade
732,732-1,:(
733,733-0,I need a job ...
733,733-1,man the economy sux no matter what you read in the news
734,734-0,Life indeed would be dull if
734,734-1,there were no such difficulties .
735,735-0,Is getting his business together
735,735-1,;)
736,736-0,Celebrated my first borns first birthday yesterday .
736,736-1,Still can't believe a whole year has gone by already .
736,736-2,Just thanking God for my many blessings .
737,737-0,hey thnks to all of you ...
738,738-0,What a lethal weekend had with
738,738-1,the girls and coyles halls feins !
738,738-2,Theres no way a kidney infection was guna stop me from
738,738-3,gettin wasted !
738,738-4,So much funny shit went down that i dont even no wer to
738,738-5,begin ...
738,738-6,Newcastle you've won me over !
739,739-0,Paitence is a virtue i really need to
739,739-1,work on .
740,740-0,tried to
740,740-1,take the kids to
740,740-2,take a picture with
740,740-3,"the neighborhood True Value Santa , but the little ones would not abide ."
740,740-4,Still cool to see the path lined with
740,740-5,grills instead
740,740-6,of the usual fake pine trees and far less stress than the same level of failure that would occur with a mall Santa .
741,741-0,wishes i could of
741,741-1,skipped this whole year and
741,741-2,be 16 now ..........
741,741-3,this was the worst birthday EVER !!!!
742,742-0,I've seen Transformers : Revenge of the Fallen 3 times already
743,743-0,if u bored looking through
743,743-1,a page full of hundred torrent listning try ANONYMIZED_URL
744,744-0,Subho MAHA SASHTI to all my FRIENDZZZZZZZ !!!!!!
745,745-0,why isnt anyone online ?????
746,746-0,nfl playoffs !!
746,746-1,saints secondary lost that
746,746-2,"one for them , still don't think a 7-9 team should be allowed in !!"
746,746-3,colts lost thank god !!
746,746-4,"go ravens ,"
746,746-5,go eagles ...
747,747-0,I like it on the floor
748,748-0,Dude i payed a visit to
748,748-1,wlo today and
748,748-2,i got into an argument
748,748-3,:D
748,748-4,typical scorp eitherway
749,749-0,I'm sick of
749,749-1,"stupid people that just criticize how i am ,"
749,749-2,get a life seriously
749,749-3,-.-
749,749-4,", i'm how i am and"
749,749-5,i'll not change cause
749,749-6,of your stupid words so shut the hell up and
749,749-7,stop .
750,750-0,staying up for
750,750-1,24 hours straight is not a good idea but
750,750-2,it was worth it
751,751-0,doesn't like it when
751,751-1,cursors jump around and
751,751-2,you end up typing somewhere you didn't intend to ...
752,752-0,"Health Care , I will always have health care as"
752,752-1,all those who were in the military .
752,752-2,If one wants health care from
752,752-3,the government join the military .
752,752-4,"When one can see real poverty ,"
752,752-5,one will believe that
752,752-6,the U.S. is not in poverty .
752,752-7,"Every dollar the government prints off and puts into the economy , the need for that dollar ..."
752,752-8,lessons .
752,752-9,Get off you A **
752,752-10,and fight for your rights .
753,753-0,I had been invited lately by
753,753-1,three friends to grace their respective daughter's grand day --
753,753-2,2 birthday celebrations and 1 baptismal ...
753,753-3,that is consecutively ...
753,753-4,i missed the birthday celebrations but
753,753-5,made it to the baptismal reception ...
753,753-6,my apologies to ANONYMIZED_NAME and ANONYMIZED_NAME ANONYMIZED_NAME ...
753,753-7,my birthday wishes to
753,753-8,"both of your angels and to ANONYMIZED_NAME , ANONYMIZED_NAME is such a dolly ..."
754,754-0,When we were young there was nothing to
754,754-1,worry about .
754,754-2,Life is wonderful with no problems ...
754,754-3,what happened ?
755,755-0,Bank of America just stole $ANONYMIZED_AMOUNT from
755,755-1,me because the MVD incorrectly charged me for my car registration 3 times !!
755,755-2,BofA wont give me my money back because
755,755-3,I did make charges that
755,755-4,were overdrawn .
755,755-5,I didn't know the MVD had charged me three times !!
755,755-6,WATCH OUT .
756,756-0,A friend is some one who gives u a tissue when
756,756-1,"u cry ,"
756,756-2,but a BEST FRIEND is some one who has a tissue and
756,756-3,a shovel to bury the person that
756,756-4,made you cry !
757,757-0,just chillin on
757,757-1,my day off tell i go watch my kids
758,758-0,"is in LOVE with F.R.I.E.N.D.S ( the tv show , not actual friends )"
759,759-0,"hey , everyone ."
759,759-1,finally got on my facebook account ...
759,759-2,do everyone forget me already ??
760,760-0,Thanks for the birthday wishes .
760,760-1,You guys are awesome .
761,761-0,Now I need Only Some HARNESS to
761,761-1,build my stable plz send as soon as possible
762,762-0,And one careless match can start a forest fire but
762,762-1,it takes a whole damn box to
762,762-2,get a campfire going !
763,763-0,"Well , after Friday night , I'm feeling abit better going into work today ."
763,763-1,Nothing like a party and some time with friends to recharge the batteries .
764,764-0,Meet my god son
764,764-1,=)
765,765-0,Strolling down memory lane in the name of new technology ! .....
765,765-1,there is always a good excuse for
765,765-2,staying up later
765,765-3,than I should lol
766,766-0,Love having the day off
766,766-1,its been a lazy day
767,767-0,is a love that
767,767-1,flows Through
767,767-2,me like this This will fall away
768,768-0,You've never felt true pain untill
768,768-1,"you sneeze hot , spicy sausage out of your nose"
769,769-0,anybody alive ?
770,770-0,ANONYMIZED_NAME is very happy about
770,770-1,her drawing tonight(see new profile pict ) If
770,770-2,you want to
770,770-3,see it clearer check out
770,770-4,"my deviant page , it's ANONYMIZED_NAME ."
770,770-5,( Oh and do it fast because
770,770-6,i might ruin it when
770,770-7,i try color
771,771-0,Thank u
771,771-1,:)
771,771-2,feels gr8 2
771,771-3,have such loving ppl around u
771,771-4,:)
771,771-5,:)
771,771-6,:)
772,772-0,THE END IS NEAR
772,772-1,WE ARE ALL GOING TO
772,772-2,DIE
773,773-0,so sleepy and tired .....
773,773-1,zzzzz
774,774-0,"If you do what you've always done ,"
774,774-1,you'll get what you've always gotten !!
774,774-2,so think diffrent .....
775,775-0,Don't cry because
775,775-1,it's over .
775,775-2,Smile because
775,775-3,it happened
775,775-4,:)
775,775-5,\n\nDr .
775,775-6,Seuss
776,776-0,"Man , I have to"
776,776-1,start getting up early more often .
776,776-2,:-|
777,777-0,", with the help of his friends , one ANONYMIZED_NAME ANONYMIZED_NAME , and super reggae artist ANONYMIZED_NAME , had one of the best birthdays in history ."
778,778-0,"howaya mammy , lol pants on the ground !!!!!"
778,778-1,"soz I havn't been in touch , money hassle as per usual .."
778,778-2,"on another note , is the at home holiday still on the cards ???"
778,778-3,I have a number if
778,778-4,the micro's fall thru .
778,778-5,"anyhoo , tanx a million for the pressie !"
778,778-6,"it was the only pressie I got ,"
778,778-7,but even if I got a kings ransome in
778,778-8,"blunts , europes and bitches , ur pressie wud still"
778,778-9,be the greatest .
778,778-10,xx
778,778-11,BzR
779,779-0,Freedom is a package deal --
779,779-1,"with it comes responsibilities and consequences ... """""
780,780-0,More atrocities have been done in the name of religion than any other cause .
780,780-1,"for example , 9/11 , the crusades , the inquisition , witch hunts , aztec human sacrifices , islamic jihads , roman persecution of christians , the thugee murders , child molestation , homosexual prosecution , racial prosecution , the buddhist burma incident , numerous incidents of jewish prosecution"
781,781-0,Alright breaks over
781,781-1,time to get back to work
782,782-0,what a sity day of mine
783,783-0,ANONYMIZED_NAME ANONYMIZED_NAME has a gig at ANONYMIZED_NAME ANONYMIZED_NAME on Thursday night !
783,783-1,"So if you're not doing anything ,"
783,783-2,"or if you are ,"
783,783-3,please come and
783,783-4,see us Live !
783,783-5,"on a side note , we'll be available for"
783,783-6,signing random possessions after the show .
783,783-7,\nSee you there !!
784,784-0,i got a used wristband from ANONYMIZED_NAME ANONYMIZED_NAME .
784,784-1,he walked out to
784,784-2,me and gave it to me
785,785-0,Finally in ANONYMIZED_NAME ANONYMIZED_NAME !
785,785-1,Beautiful sunny weather .
785,785-2,Can't wait for
785,785-3,ANONYMIZED_NAME ANONYMIZED_NAME and ANONYMIZED_NAME ANONYMIZED_NAME to get up here on the 27th ...
786,786-0,Listening to
786,786-1,"ANONYMIZED_NAME , and wanting to"
786,786-2,watch Twilight .
786,786-3,Also wondering where someone is ...
787,787-0,Is watching True Blood online so
787,787-1,I am AWOL at this moment
787,787-2,;)
787,787-3,hehe
788,788-0,is seriously sick .
788,788-1,:(
789,789-0,Here we go
789,789-1,:)
790,790-0,Life is too \nshort to
790,790-1,wake up with regrets .
790,790-2,So love\nthe people who treat you right ..
790,790-3,Forget about
790,790-4,the\nones who don't .
790,790-5,Believe everything happens for a\nreason .
790,790-6,"If you get a second chance ,"
790,790-7,grab it with both\nhands .
790,790-8,"If it changes your life ,"
790,790-9,let it .
790,790-10,"Nobody said life\nwould be easy ,"
790,790-11,they just promised it would be \nworth it .
791,791-0,Bi winning \nI was banging 7 gram rocks\nThats how I roll\nThats how I roll
792,792-0,this newport taste like a cheeseburger
793,793-0,out and about
794,794-0,just got notice that
794,794-1,our Dr is retiring !
794,794-2,"what to do ,"
794,794-3,where to go !
794,794-4,Especially for ANONYMIZED_NAME and his complex case .
794,794-5,Anyone have an idea who is good around here ?
795,795-0,Has 4
795,795-1,"more months n it's goodbye LaGuardia , finally ."
795,795-2,this school ish is like a prison bid .
795,795-3,Now it's time to
795,795-4,plan my next
795,795-5,"move , which is ,"
795,795-6,taken ova tha world lol !.
795,795-7,If u aint wit
795,795-8,"me than ya jus gon get ran ova ,"
795,795-9,move ova
795,795-10,"lames , cuz me n my time is here to"
795,795-11,"play no gamez ,"
795,795-12,ya dig !
796,796-0,Wishing grades were posted already ....
796,796-1,suspense kills me !
797,797-0,Merry Christmas everyone !!!!!
798,798-0,It is such a nice day out
798,798-1,:)
799,799-0,STOP ...
799,799-1,2 minggu lagi semuanya sudah selesai ...
799,799-2,I think i will miss u when this all over
799,799-3,:)
799,799-4,U already teach me many thing with many real experience .
799,799-5,I hope that i never forget everything that
